HOTKEY,COLDKEY,EMISSION(ρ),DIVIDENDS
5CqPDJzCaLpNGBueH8SwgCLehWo53WXAP1LYN6Z5vwdJsfEs,5ERPifjRduxrDfuyZA2jGxGqMAyrVkQmgAZmCj1mvsa2woLX,0.025056218,0.0
5CqPSfWwpyHJvFGugXw1EHpGQ8Tmh6JzjBojMxpo9xkzD3HD,5FEJgtfhf2RPjVD2wiG1D1QbdnTfHUZpW97uCHQH3BmgvFrZ,0.002190914,0.0
5CqQcyApxvkkcmheFfjVYBL3r9zf4BatgHnecj69M87mHcUn,5Hfy8MFZSz7zW3a94CRLSiMYEuVDGm5CWSaJ6sRnr8q2Y9u5,0.0,0.0
5CqSUBa99hBL9qe7GJqA1tjnaBfx9WUEZ622j2gjUHzPUVoB,5EnSnHVKGjCvYsDFebFsE47oKavLQhr7whpjTkKUtDqn9CaR,0.001398119,0.0
5CqSXAewFYxPNPcVgqafXuJFUufiqP57LLymLdiYMcd1SyMu,5DaYQHF5ZyRUxj922L3VH1UnBCkg5R3izJ3iwufGd6EcuPtA,0.003743198,0.0
5CqTctCRkZfkQF3zW1K3cZqJD5m78VCUpisAMmxB2MNrAYHi,5GBwLKyPnrk1NgQinXiCapYPtouUJwWCZzk4zjwEeTLW9TSi,0.012809768,0.0
5CqUqEBxdyuekksDykbdPuSybDFgYrxwi77B9fP8KDX93xCH,5GVsK7YYyKZHUKMhZVa8f5XNhitcTJq2RiVhX37C2ceyf5tT,0.009453779,0.0
5CqVmiTJ1puSr7ZDSFNCBHGJypsMTqT5R81WdSepkHuyYcvr,5GbeXo39qUXe7z6M45gmbtKta3ir2a7aWaCSehSA3UxSti6Y,0.01855105,0.0
5CqW5oS1RUCWCkNy1tXwrbMfVJfr9rPiQ2GtjtsxFy7XHsNm,5DZa4rvyAH88iKc25uSpEFnrgAnzM6nzwk6DZTwMfnMFWSoy,0.0,0.0
5CqXnVYWapuP1mDnfjFhGE1xtcDi1vhwq7WxG1P4a1Kku7WZ,5EsT4ytDmAtFiHy92joE2WfpV98C9sqm4fsRrsDRCLtANuZt,0.005308427,0.0
5CqY6eAmhj7Z8EJt9d2LNsxwN9KtxXeNT3ZxFMT9TbvAYvqx,5CY2ut7ZxZuXWbxdWQfQzWkmekq8HtMbcnYYZ73B4uX2v3kC,0.061263252,0.0
5CqZVNDL4AryKkcy2pVsrWGEzCgF6JTPXkTMzgGcwHWN57iw,5HgXTgEbbvGreSu9FxqM8Ss4JHEKzDbUYXuH9qqVpVbAtSZG,0.001448025,0.0
5CqZkD7mzjox3AR9c8nPh89ZjQjSR7NeFh6h953mzFLCs9vP,5GnNyf3SRw8xMHwdQX1pVUPGf8NWeTCB4KJLYUgnUJp2yaFo,0.06090157,0.0
5CqZuzK6gfKFAhnScGjFQdDSXCvSbaAJXCEtFUBDCd2qZeCc,5DLv8Lc7dUB3f9RcyWT7uzY3vPiphJTG7bVgy8ajBPcjUFaq,0.0,0.0
5Cqbw3Tu17onymZ4Wp242WRkWZ2RfiZpMfTU4zmbAAVMat9o,5GqKMoxzUH7WYh13NKshBXXSd1y6dNQD7D9MTZcgqAxNqGDm,0.0,0.0
5CqcbpzJ49vrUw5cF8HjzZUVmfbdCyW7ot4xXik72mmgbe58,5HNDT9wkAty8VR6nD7VDkTrM3fHNsK3HCFg4gkcojs9T4TxL,0.00886387,0.0
5Cqfap66aWticQ1cnqeoNg9NkFfDTX6reS1f6tjPYQHe3RLg,5GuxEjdqibATtAZJLhw4E5wgcC4KmYFoj6ijAbXWrVVRJYn9,0.009560877,0.0
5CqgkG3AmPaWoNmzgXm6pdGVFzGuyTMhLGv5DtCVAvv33S3k,5GEGYvc34cqMSP74biFDDrDYgztuNMTmg3cpq4tbHbRD3Bot,0.018841261,0.0
5CqgvX2VvpSKRTfmLGH3Fote2TZs71TSRC62gHnkinycvSmV,5CSdZpx4DrCH8c15TaBwKcptTeoQe8e2xsVToqgG2fHVHx4n,0.011094936,0.0
5CqhpLZ98PecZDscyjRA6m9P1L1iAodafWDZFUFtUtXEXqco,5CURujV126JJapYZbHPjCUQwDjgA85hXR65PP2JUNkorLGos,0.017690327,0.0
5CqhrBSaKmKkycmzd5jX4JkbQZpSafWXYxVMqVkRZMQe8EMK,5DLa5j3dvtKSg2C72TfTD1BuicpU9EwJXr98F1SPbrjZ1VGH,0.007809369,0.0
5CqiHtRtExYW6EjGQRi3wTMp8jdXWYnuh2nEMoTD5kx752MH,5CafoYNh3z4ydYeekfges28N4o1vBfojSZmJnQ4sewCSSBK3,1.462e-06,0.0
5CqiWMSqZSihR7nJoXqsXbfMvQc49oR6zpDdtEn4sP3VuVXV,5EUNNtUSdQx6XHMHx56AZjzm3HHVbhvJsv8EMwaCghPmBmkf,0.001456588,0.0
5CqisYj3hjpTLKss8Gy1vstfBYWDG3wKUuRPfwxE6VY2PHQY,5F6isJTzPdwhFLPEjbY4t35RpYMAHvPahUPHZZMnmZL2yWh7,0.001680038,0.0
5Cqiuj9GqsNDdKi35dcK1VCsYscHt4srGnAeXYSzepmgaGeN,5F6isJTzPdwhFLPEjbY4t35RpYMAHvPahUPHZZMnmZL2yWh7,0.001460261,0.0
5CqjgXiLzgN4j4Mv5yyP7FNZ2xjFBjeXvEwBNxE4tCNY6phm,5GqD8kzM3Y9g1heK72buzFE79ByiziEMzCFskNA4a4ovK8Tb,0.0,0.0
5CqmdgUE9bPwonLuZbu1iwHNt3nyj7FCvEGBCfi2KcFhZ1tJ,5EqktwdR4WWAEktEyM46xoiqh4r7TduDUkjXvtWTBcCZB3nu,0.001157057,0.0
5CqmzTGKdMVhjobbrT6HFJXFmdRN8ydqWtTKBZ8P8FezV1cZ,5CZZZbiTGJ9jagW2RfmVKEbyP62CZQEyE5XG1Gepidr9sbtz,0.008717809,0.0
5CqnJ23d91QdPJief7peRG2Ajpvoftn2cm77tbX4JPHFw7z6,5Gy9TJYovoQxY5FKzuWikPHEnyWj2xr6B1oYACArgrRpTw44,0.001404487,0.0
5CqnU82kXmGBpvu1PAjLwnTET7oJKutp9UfefavQvQ6w5r3o,5Dpz3aD4eE84BTx1DSc4FXYM2v8We9uM3rsDmhFCR8GEqGpy,0.001355941,0.0
5Cqr6gK7ifLhfB4j6khz74eZbPVc9o3yeg38oH6oZCwb2qmG,5F9epb8cjCrbQUShmjS4J11fZedW3KXWjtQ2Aw8oRVY15EUF,0.017871259,0.0
5CqsaHFuRdEb7sK7kjLVHXUGYSBG8tzkG8u6v9NsyZmKP3ox,5GVsK7YYyKZHUKMhZVa8f5XNhitcTJq2RiVhX37C2ceyf5tT,0.010369428,0.0
5CqsmAd75aN2n3hmZ41pWgVBrdpxUWN1unYvuYC31unSa9uX,5CRv18SJ73WANd9ar5sN1ddWjRNerfHbvQECEC9RQ8R4YUL5,0.0049931,0.0
5Cqt8bDbgSJRn6xYWcJgfYpCtt4fYQLB8TmgQD1ZoFowWv4W,5ERmWVqfQBUuosxVgriGVvz6gNSLWEAeh4U86pcgtwX8MwnJ,0.003043441,0.0
5CqtsVrCB9ypRMH8fnyGH3G5WsVZdCJzfZPa26Te5EXUyWxF,5G48sCjDmYxjBU3rn3hX6g9YEXDajRUvgm9VDg7FfX6QRB8U,0.0,0.0
5Cqtsw39kDp87BWi3YckaxbsawBCSwjsZ6mJDqVuKDeFjbmA,5C7y6KWb3KTHemA7pcEJCCZUqgNYZW3rRoBqRkJSaAd5gwX3,0.007427319,0.0
5CqvPWYrdWX6NssyhSH8Es5LHxGUL2iEAFqiPDLe96p6Rm9i,5CHpapb1BNognSm8mWTkvgHSEWLyTrYY6HJ8GAi7yXFpfwRa,0.005083089,0.0
5CqvaVd6FBZ8Tzw6sCwsz6rdmhzvr4d1Dj63DM5d1B5sAi1t,5DqLy71EkUkvenPoLkeVc8BULNc3rtNoBr8ZZasmNsf37wU9,0.004086364,0.0
5CqwUkV7TBBS8CT76fqzmSV7yaAYFwkBeAsxyUTJoX6MJ6Za,5CURujV126JJapYZbHPjCUQwDjgA85hXR65PP2JUNkorLGos,0.018127386,0.0
5CqwqoqVN6fXScNvBM1UQ8Uo1aBHU8TGCcoF5QS4MbcXo8Ya,5EnSnHVKGjCvYsDFebFsE47oKavLQhr7whpjTkKUtDqn9CaR,0.001422091,0.0
5CqxB539yeeiTrgaLP4MFNvzq94aEYaJoZJqEeHBWCgdqg5o,5G48sCjDmYxjBU3rn3hX6g9YEXDajRUvgm9VDg7FfX6QRB8U,2.1105e-05,0.0
5CqyqiJrEV1RNCZRiij8z9Y9wtBN7VET5uzvaH3HVg1V45ia,5GxzHzkAngKR8a3pfEKrf2vgWNp6pVNPMH42XxhGxeDBogNk,0.00956495,0.0
5Cr1PXD2aS7XLmjDhDTjT2MzoCDjLhmauYTBSJXim2RJMS17,5EC9SYKQULpfwKmBxkshQfeJ1tFYnUKnreRbcqGg7orfVK4p,0.012812352,0.0
5Cr1vYPV3oJe2sCLfVV7gBUyhNULmqDs6WwkTje3ecZ1y8pR,5FyQ3Uk6XZ1ZqDABxgj2MDwWeGvdqGBzEjG8FwLRPZZB944x,0.0,0.0
5Cr2TFq5n8ezUjvcZpbFg6sw9wAcK7VhzbCx5uTPugF7Kmga,5EFXRjBaLuHHWWJfF4kGb58KMC3vr7yZUc5kX2CjsUtsLobY,0.006012212,0.0
5Cr35gro6EKhT7DMtFV2Yuai3y8bkQtV11gEzdsGX7TSG3jv,5G9nNeW6EiTVEASkpumnNAXJ7LFUF3jdTcThgymCBANFbhEf,0.002445366,0.0
5Cr4iT9MJunQQbTkXvZiCJ2etQBsZf6xthSeDNTFRETjjFdS,5HYdKSttbn944BkkRLonVe2xdgLm8mXvMUtiy8aB3GfhLiQE,0.010954845,0.0
5Cr59DGjFpcQ7nQS91YJYTXnWYm92DY44AMdyciP7oVMz67N,5GKvz65GXGQMsXawf4eTYPMkrzAFfgH8Tapr4rENqv2XeW3b,0.0023842,0.0
5Cr5yY51FfuQgBYcX3rFt5aUVwUevYspBPQJPdR7bQUV3mM5,5CvkNDQpS4vhPLHKnEtZCWir8QHvmmScygxTPC43nFkQTQzU,0.006894852,0.0
5Cr6Ym2GHN9rkZdr5vcYzehDVDPqyMAyDQ3EfZgDmPMs15kU,5CP9pYx62s3twZHKichkpkSQNuKxKwFbvQurrDi6d4qkECuT,0.009136556,0.0
5Cr7GQwk3Qs6jcscxGBjvLhhkuroFAbteDuYDyZ2AJPRAExy,5E2k9XaYg3qscRQQrp1RN11WdFG1CrPupQ5n14xmZUgFcve2,0.0,0.0
5Cr7YWHDega5mpGnyjrJCm4QpSH8YRqscfJ4Bk2BTVmtiv6b,5DS5KDVKkVkDhmdW4jZjy8qJKqcBCxt41N693onDxUmQUEgq,0.022362188,0.0
5Cr8AyXb4PiXh7Hsu1xLWm2KEfdnJnzsSxLMbBn4A5hyk9R8,5H1QXocqvWrXkKFCt3PBEfutouCzfB6fvXTiPcSQsffnTzaC,0.002535701,0.0
5Cr9CnW9eAuxxEZcBXpap3qUeJb9CcsS4M6iZQ6hZ3NDZgRt,5HNfTJkebrw7PGP8J18QTCgpYchPyk4emSRFGCCATr2oX17P,0.011549992,0.0
5Cr9FyA45TaTef4gDebadR7DrwqHDx3fyZUxrZBvq3EsyPq8,5HbmrXuAkRXMUcEd2GAyVeSpKrFyE2kKUuJxd6aBMhLdVDrW,0.030367387,0.0
5Cr9veEUVBiaQp4HVKSd5FvuCWM5EgA9hGM1RGBBoPHo3WA5,5E47d6HigkRaqqe84mGErQovVGPcZuU5qhocAsHFyFTr17zJ,0.013662963,0.0
5CrAQNwcmD8pi83YupLL9pgmxA4JsoY8p46GeERfib7o1ELn,5HRGiHMyzcRaVkDtVbUrYU88ya35nG5VJD2V4vkmQThoRgdL,0.02141126,0.0
5CrBDbSSrvJB5kYSCH1gCB2dhahGLRiHzrYHEFogG1woJCCk,5FxckT3PLzfVQUZDu6n1KKWbGNk1asVmFfAiZwygDVQcArqX,0.005242686,0.0
5CrCDPgs4DjKF3o4VzbNNMJaBmdQQVCSuK7TXT2CksrKe44w,5GjKE5bn1Tk4iGcmhF4G5Ldmw6SSfbLVTH6qHtBAeTbi4tnD,0.005168138,0.0
5CrCVFL1UCGfS3fjC8yxS3wrsfmY6p5VHYJaNavnTc8W7VKV,5EhDj55XRyRTCDqQf3r78z2uohUhxEDnBrNLdfp2UkiEsuM9,0.007828587,0.0
5CrEGDWboWB2jT33TJtzLRqidwCxkEG9jfhHbZsuiPwdv9Ek,5FsKM2Xezo7UeZVYApiyhGtFtdbiCfAJjAsisc5RTC7FvxDP,0.00578946,0.0
5CrGedKMbvm4JSm8sJ4cEwbAK1DtoZQ4mjdK4kK3dU9BdRjy,5GWCF5UR9nhbEXdWifRL8xiMTUJ4XV4o23L7stbptaDRHMDr,0.017414644,0.0
5CrH3Aw9zQ7HMBzK368xX6x7bT1ey2pJbCEWoFFTp1Y1dakt,5FBsEPgD6yqMzd1Hia3EzHfFPRzpdBRgdFzJfJMyhZ26bST5,0.005250432,0.0
5CrHCKXKFTajTTNDTec8odoPz1p9ytJL6mJN8ndMB4tUGZ9Y,5DysqpZ6cAypRmgBQEyVPRhS9WBt63jo36Lm65Burn2j6ET1,0.0,0.0
5CrJSWFD8qkExYbAXqw4P1JQk2Efay5PYTGMMuQ3HTRxztqW,5HH23YWu7JBdVVR86KUiJoTUSa749vS94uFbhe5AiA7L9c4W,0.012876008,0.0
5CrJk1tvY2TbXuHbaAww5QPut984eMwNEp4Moz11mDJxzpag,5EJGn2fMcG8LTYGkGiotebAX3UQjAi6airDYruVZtP8e7fKo,0.0287632,0.0
5CrJoiAfA5u9XqPx3K896N6xcemiBmox7nV5jZS5gBN75gz7,5HjivRKGf2y55eQNJXZXRmxKnQ4LsiswYoes9VuPdQDBTuZX,0.0,0.0
5CrJrb1vdVzo6vryDYARBKNdaALoFHxvH7XC5j3hoTAhWyVw,5EP2k4V64J4TJx5jqnxuRcThpXqqAVLCyNUsAZLi3aNDMLap,0.007793749,0.0
5CrKnvCH3tzjLz8BGNaogp3N28wDQ91bHJi3npg9PanVDsjW,5GCG8QdAfdqFpYAFFGs5X3gQ2sSFthRX7Gbi8yG6mRkJnALf,0.002165645,0.0
5CrLKd5bQF3qVPdcCFvAvoL9EdhrXv2QsGsEJowrou4U3qLm,5E7QjW1Rd8K9VFZsnMsg5C7tSuYfc4Urv3Wcsbz2FkDKACt6,0.0,0.0
5CrMRfUFZxZsfZZ45zHbubo62a5jsA5WZdAXiL4GUawbUyPM,5DhxiGN4MfzTbyBh7gE3ABvvp5ZavZm97RWYeJMbKjMLCg3q,0.002208039,0.0
5CrNt5Xu6XMLAJ1DZi2pYQWbWZJ3KyvwCLqfvT9fmoDTC2vw,5GL8o6VSQStN1ksGj8v2EGf7fh7BKM7pBiVHxBCwAY1vLYUs,0.00549108,0.0
5CrSuAmw98wJCp5vxcTWFnJ7ZRh3jyRK4RjPLATz4sd91euu,5CXmgcszLPfRWvkVusGf8LHoGK7RAfVUVK2jj7CPhGrhq9vN,0.007439756,0.0
5CrTGd1KwUN2KpJnT9Yrb4CgfYnZrhtuvT38Tn4NA6GyMtNh,5CzSEfZQbL2YEGnpBV9CAtwKRLE81KPHjfYsnNWTxnxPZAE2,0.007311019,0.0
5CrV1DivQjAPgiVaRJJvEBEviwJeyj2zyKDTjpVQDduxvUTv,5F23q5fXWLx8taLEKrs51ikKeYhDUwDKc5bxZbdjoRjsY4Q6,0.006723677,0.0
5CrVUWvJRzsqwqNq3sJugiXkG9RHuP1nnGTy5siBmiWYhueN,5FqXGXQGRsdkiyhUzDRa7KijiYDMMnRZCD7t2MXpsWkk5myx,0.009378707,0.0
5CrWK6zHfQnP415H4KLes71XLYrTzRMCGTWL1tvcYP6gKZGd,5DqQbdNdPVRvrUtkfMUnqnhk5PMHYQfKNfNAXdttHSwsecPT,0.010341756,0.0
5CrXB5N9wu28eu4nWXw8ApV5JA74VQrDwAQjPoWEuRk39YQv,5Fhf1qdoQxqxbj3rL3gpSdAvhELvS9qrwCQRL6YmFptbkoza,0.015878355,0.0
5CrXLaFDRANEf5itqcYFdHzQ1aZnCVXMyHtfmpju1GPXJrVx,5FL2D536ct7FGLED7mrRTMtn6VbLhWkoRwTdwy135Ru2t7C3,0.014099597,0.0
5CrY5ZfJDfQtcekCCn5wCZ8cz9UiCxySmpb7gzrVjAqJgDhT,5GCG8QdAfdqFpYAFFGs5X3gQ2sSFthRX7Gbi8yG6mRkJnALf,0.002199493,0.0
5CrY9tGDcvWCBuE4vabhNnWrD9iHsnDvSTBCHnr42qFnjqCs,5GbzTUNtYFyUKbRGCT6YqLnYJZQ8y84C5YvQ4wLSQGu3TZWb,0.008332512,0.0
5CrYy8PUj3qK72Bo5pk8ubwcxvcet7G4PEVCVkjhfDZYDX1r,5FyAzzWh8XEAPeLho94jcnbYpCQVhvfdFiJcZEX1Lbm7h1Xg,0.0,0.0
5Csv8EfZ4yazm44cZdUkv43txpUup5Z1LWM36AroaWzVcvzG,5F9T2YXFNSgActRk2poe8qwE9jfDbs6nbA6C4qH3ApVXy2FS,0.001887794,0.0
5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5EJAqczgzCMvWcmXhKMZH4vMS5gPy8BjeuHjz5o5yN6RYzX2,1.319402836,0.5813534805
5CswZP7sEucFFEJgtdf75rQHPYREfG1KNzhiy26jnijSZaw4,5H1n66PXLu5X7zyk7MLZxT4nGtZVhAUwZPBkfdUSegooLjTj,0.007488507,0.0
5CsxJBM2xFKUFkr1sK52ZNoerW6joAq9ZsHyswiJMmvFK6hp,5HdmLXWm9eQrrDTMu71bdUDe1NQzfL1VZyuaL9S16DHzkJ1h,0.009851885,0.0
5CsxiHTXmXKSL1MyuwG9RzqenckzF4hmuPRHvsTxdfgXFiND,5FxnL4ADRw9Cv5D1wGfcr4TseHRKHJyj7v3TpB5vMjApocah,0.014546339,0.0
5Csy1411seVYaEr9RN9zVkdSz2CsLiDsW64YYrz1PoKHtLQc,5G8vPjUDMbz3TZQJAwAekgWj7LA9c51j5vNqAv7JkxSrMzKk,0.019481512,0.0
5CszDPHAcbGhNb3pnE1SjGTsYjcu7eiBuf7D6CtbhJMb7X1n,5Fh8SFDP4XVYQmedQJo8Cv6q6dqXLdFPnFoBfKfKsbXh46QC,0.0,0.0
5CszUVFHvQv6SP19Lfi5KGw2uTwjeFbcpG65qTecq8hb9rrm,5GCG8QdAfdqFpYAFFGs5X3gQ2sSFthRX7Gbi8yG6mRkJnALf,0.002160903,0.0
5CszgDrGbfM86ei67jgjSPeFx2YfzDDQfpVRNrZQ8B33fhMJ,5EsJTdAsWcgiUCMvbR9Vmp2nvUVXEKaNEfKzu1k4hWqoE4uL,0.000118632,0.0
5Ct2kPWGtFVYJib5fuG5w3vyppZEvDtAsHUw42k45jij8cwY,5CUiRs3ujamCv797NsvBSJ5GDyKDGDrX1Cp95RS8preKR1LZ,0.000307806,0.0
5Ct3T1FHTDMWRvqEbHygb8vosozJs8p2NkbofbSawCWuSfhN,5Fh7ftE7dm8jTKot6YfpESDQUS75agQF79H4qmc26jrPFvGE,0.013946518,0.0
5Ct4ByaxN2HKyzbzDZ2tKr3s3VgGk19uDbQRH55UfFoQy4Kt,5FvfCgAB4SbcSV4HJmzRrcmWTjjKiM7E6wXR6p96vaH2oCLo,0.019033567,0.0
5Ct4TEXR4M4ueG5hF2LYPv8FRsaD2rPjdPBqYauQwMUqFNVp,5FKqcy22dzy8vZzRg6r3TdPqkXYvkMm6LfkhkBp37JEvJvPW,0.004395655,0.0
5Ct4oh8yUaCMZcByHkKKDdiRDuXkeNTRSrLxeq1giU4VA9Pq,5DaUQrFC3kEuqCkvBELUs47pJpNoqXTTiHop7c3pcq1KngQo,0.013771661,0.0
5Ct5ioUZeUYFS7nDj8YqPoaBodMhMxRErZvVpcAf5Ru8F8m4,5GTkSCn4TF5GWeDNBTzfLdiuDT4QJ54UGaSotBYatrjnywLk,0.019020494,0.0
5Ct5qGBGNKthouZJWy19WUXkJgBPdtgf5Fc8Xuiu9sQDhsmD,5F2PP24dWnsppWCxCSoj89XwrKdW7sSCdVmZdnDJQgeoSjAE,0.0,0.0
5Ct6efHyB5wET4XwfFXp7j5c317cVgGsTfsZXqT94CjqGUfy,5FLTiQAy1AmjiHFtdJ5M7LEq5TdNK9KNr6ij2FGGGsuGAKxE,0.0490795,0.0
5Ct6nHgHR8vPEfWwFNuRmViN32yLkuXQaWwZRavzyriDiWtP,5Eya68bS3XFwC5YxTUDqDwqvVVHVosY6kfgvwetHWu5B19V5,0.0,0.0
5Ct7p2TVu3A3SNvDLGV9jogH8xGHGbrij6rHE3xUuVF4yybB,5FqXGXQGRsdkiyhUzDRa7KijiYDMMnRZCD7t2MXpsWkk5myx,0.008480306,0.0
5Ct7x4pExJRu6jt49ucYQPXr4H1kkXrHpQPUfd8UABi8weoN,5GNbSwEtDtKHJ52en7eyT9zFkSYHtNm1qvWGi48WQSEy2oWq,0.016607074,0.0
5Ct9w4cwhAVHLfmdR5cgHR5SbfV5isANdF1rAxPrSq4c7g6e,5EsoW9GiNLdWw55XE3TpXx1zxE8w9r5BpA5f1tjYfDYFbbum,0.007992782,0.0
5CtA4dcW3Wc2K4apsF2cfmLSs86aBe2JaMCoNSgKYK3G5gqh,5Ggjx5sLSegQqw6ac9x1vei7bss5XLNpAoYU18Z1m2VaQL8f,0.000494361,0.0
5CtCgQia9ZZejqdRfmWrykjYxnjsV9MzUXy1dD4PArdmrm5k,5HgffEghFNCro8Wsjihqh7xE8yEDfREzNu5fMZaWnM9s6NMQ,0.001385806,0.0
5CtD1onVsKXHUaAJv6RCfRzzjajBfCn5w2BdZP8kFHqMgY46,5FLYfLJnMgVcHrQTLDUz2YFDUQV73ixvoiuyVtZJLrc3xJQQ,0.023853329,0.0
5CtDU6KhXZ7jwQbPEuwM4YTHASsJEzf2jyASQ5dSBjYd5KTi,5H8wt94KtQLMY9gZD3cfweboTWL5t4TiLvMcAqkePAb1nPkd,0.024167934,0.0
5CtDVhmr8MqyjYKY1KRXWWV6xRtMTq237ejJmZoufjXob3cP,5F4VjGyVJHXQ2xurQUdVkRu1bvAcqtf1L9WTqWT4GphvusJU,0.00331747,0.0
5CtGLQXuHZyx4H9XXCoMPxtxcsT7qhdjJZDgDgnYS2VVVjp6,5Gy9TJYovoQxY5FKzuWikPHEnyWj2xr6B1oYACArgrRpTw44,0.001455324,0.0
5CtJCrvhiVNzTveLP24CsuhGGhmX13zGoffE4BkTX4GPWDou,5HW8c7RfHXZHPVK8AwfaQkvuGScWdwo4c4cUxT1fRHzyECsu,0.002112146,0.0
5CtJJvipWJ96qvR6jFn2XDPcMpnhkeZky3ir4s6G4uqdPhrG,5FGyfUKvdAhvvBShFHYZfeyjvYBfcLTCiN7GKmTbFWyR4Hvj,0.012865984,0.0
5CtLDeu42LL42f5XtNpQmmFn2dwc3uMGqXXrax3U645AaaY9,5FLpArREcQC6Xef1nZSvoLsq9rwMAi3wwwRPWUqrBKrExJXF,0.0,0.0
5CtMUuNswXznCQnGUzqNxLaVa9C6NKJkbceR5BSuTdk411Wk,5FjmQqMEhqddxv5WGaE8XzZfoNtXYg6a7knovwckpkXr8X55,0.012855245,0.0
5CtMZRY6cXgZHGfofoFaQ96RJMw1uiEpZgbvhhMeANDPLekC,5C5RvXd3at77sSrj5KjTgKvnZuycRFYB7PYjiTjubqBp3bh8,0.005165094,0.0
5CtPfZ1vtxQZsSkR2E7T9zdqFuu9As6nrDAyU9PhCQsob3F1,5DEzKaZ947Tt3trQEhLQwvV6oCxYhCpguX6oqL4hZggj1Pfq,0.028074674,0.0
5CtPfug73AraCJReQuz3EPVsTYK5SFGWu1GK2hHzAnrtwWhG,5E1WbrqMYovNRt9cAb1nY132SzSgfQfQ2GvCRPBKsJF2Wu65,0.000107647,0.0
5CtRfhY3nWDfPYew3H8CN8WqVHTz2HXNB9ZsCQ8zhdjBqqdc,5GnHBQQmZ1PNDmuxnuC6gKnciPgCy6tyQ9XaVcek9iQzdfdA,0.012834323,0.0
5CtSiJjxVCAoSrahFqpmFHxJ4gaeoBthPPn8mSMDtEd6M8WL,5F6isJTzPdwhFLPEjbY4t35RpYMAHvPahUPHZZMnmZL2yWh7,0.002010328,0.0
5CtT9sCXaE4juUxz3L97tHebq7qL4p2ZTJduQX1W8xzmo5v6,5GHVBJYe1kPE28XzQZXKRmhDnQTkufdjHAxnZ4MTQJru3n9t,0.012735539,0.0
5CtTKEzjuSoZLTdfcNsDLJeaVbFyYdiwZq3LBoVUgRvY43iT,5FPMxTEgipM45mdvXuCoba3EeKtBy7ic91bdp9xJxthxJe2z,1.58e-06,0.0
5CtTa5rX4FunZ1JsYU3U6g4jPFGviaMnVK2pJjZUxXVP6CwK,5DysqpZ6cAypRmgBQEyVPRhS9WBt63jo36Lm65Burn2j6ET1,0.000996765,0.0
5CtU5YaxHPb4KpxUKVfkGtDhLRnAg4Hyn6xMFf11GtsD3yk7,5GVmLyEdNWdGvovVDsRXLHVpd8QYD36Yy4Z2BLQZEznWEVw5,0.002054462,0.0
5CtU8UB1vvtYgbDdUBHQJTWcq9imGgVrLVTru1xQYf79n5eb,5EhiJzQFPSkTLriK4Uc8CdTDtVG9dmWt4oDunreoGWqKcG19,0.017666023,0.0
5CtVHztdtrJC37Z5zbKuQKfb3no4HAQs5t8PAGbFHhj5EwRS,5DaYQHF5ZyRUxj922L3VH1UnBCkg5R3izJ3iwufGd6EcuPtA,0.006521983,0.0
5CtVuYr6AThdPA48rPdBxVS7PWAsrT34qrR93y9e6QWCjkif,5HQc3J7DoFAo54Luhh39TFmnvKQcXGfW2btQiG8VzJyUc1fj,0.00815769,0.0
5CtWg5gEbjspSBWyKTqntToxM6HhqGneHxZw6o3LZp1Rh4mE,5FvKoKytiXJ6kmEYB8wMGSbcsdMsP9o8zBUHoGtyjKv5qu5s,0.005121912,0.0
5CtX23MZjeB6XA9dSdoHgYS1HByKsYbGmD3iUNMPjFvYNUF2,5EXRPzdZoUHKDGydKUwwVyqaFf31pjprE7dY949mGDsBUxTk,0.012661195,0.0
5CtXeBdyRSvM2EJdtGc5xHuhgrrfH2TXczTaUinsBFci6izd,5HQhSP9HcQP5tZS3LDrEYpqLgwaKddQGD8b416KYmQcSAmJR,0.016209487,0.0
5CtXrYHvLbpNfzgCA16am3xMrZZtx1VApKTNaGGWbVgb12Ut,5GjndHMqAh2qytf8TPomuiQaUYPdJw1meQVUfRnKT4ZwduqY,0.009912473,0.0
5CtafZBruytGeghzfNPiz1GRREkfo2BoYnhrWikaf69Vaphc,5GWCF5UR9nhbEXdWifRL8xiMTUJ4XV4o23L7stbptaDRHMDr,0.017806548999999998,0.0
5CtbeRkb1fiMPML7o9qxGFZymGXm44aqSwBtYjSE9uCL2bHH,5FnL1YApGpCbvU5g9zdJTnM7XrkLsJ92DB8kac4CU9KuVocZ,0.009275195,0.0
5CtgyQbZ36rpZgvxjFmiHQrwGzYadcnCXzgvPKwhj5wociLK,5DcqAJCnwt1maEGFnVqp6TowtYgFy6VKWc7jyq3Lf639xD95,0.005186289,0.0
5CthGb2xcWvBBFYxEPudSDLm4kGeF9ztkVDb2FJmSftfuJM2,5HWJbpFBqUD7SBgKeQT5Ut9ajckgr7w5bDRs8zfsvKYgc78M,0.007965249,0.0
5CtiRGDohC2mFrWedu5V7c9hLwFgZxnUCVYj8yUbYBYLvGep,5Ckdf414oL5hJKX9v6aLyUvVvoWnWLdY3s155vXaJ7yRrZ5a,0.0,0.0
5Ctj8wyBzCpCPDsU5Y4FB7hqLoumXnfYUaSEzw6vjYFFZB6k,5EZhgywkRU8Qi4zaSvqSAWZZdy6Q2BumAPNrP5EXiURXMP7Q,0.012720159,0.0
